tweet,label
"The restaurant is on the Nautical Mile. This video is from June (same block), with no citations for the lack of masks &amp; social distancing. Sorry, but the virus doesn't know the difference between crowded streets for a protest or bar patrons. https://t.co/UUN48wI2Hw",2
"Republican activist sues Gov. Abbott, challenging mask order
https://t.co/Yqe5wUlPi3
10 Jul 2020

Republican activist Steve Hotze is now suing Gov. Greg Abbott over his statewide mask order.

#CoronaVirus #WuhanVirus #COVID19 #CCPVirus

qt-covid19-news-604 #BorderObserver",2
I mean n95 studies include covid have shown to reduce the droplets by large margins. I 100% agree that most masks are probs useless. In the same camp as you I wear them inside when required to make others feel better,1
"Hmm.. If someone has a health condition that makes wearing a mask that difficult or dangerous, they're likely in a high risk group, were they to actually get the virus, and they probably shouldn't be anywhere that requires a mask in the first place. 🤔",2
"Pierre Delecto deadline to file for Independent was past week (bottom of pg).

Maybe …
Biden croaks from COVID after final rapture w/Kamala. She didn't wear a mask.

Romney slips in. LDS $100Billion will come in handy, many assets are frozen.

https://t.co/IhvJZKbj4Z",2
"What exactly are you recommending Senator Smith?

Lockdowns forever?
Masks forever?
CCP virus vaccines for all?
Abortions for all?

No thank you.  

I am an American!",1
"&gt;&gt; ""nursing home""

That's always the worst. But it also convinced me that masks must have some effect: A nurse in a nursing home in my county tested positive (they get tested regularly). Everyone freaked. But the virus had not yet spread to a single patient. Regulations worked.",0
"Up to 250 people are allowed to attend DeKalb Central’s School Board Meeting on August 18, at 6:00 p.m. at DHS (Enter in Door 24) in the cafeteria.

Due to the current COVID-19 the public is invited to attend virtually at
https://t.co/nHZi5jMG7M.  Masks are required.",2
"How much do you wanna bet all these ""you can't make me wear a mask it's a free country"" losers would blow a coronary if they saw an uncovered pair of tits in public",2
"TO THE #MAGA2020 NON MASK WEARING 

#COVIDIOTS WHO ARE THE REASON WHY SO MANY

AMERICANS HAVE DIED FROM AVOIDABLE CASES OF

#COVID19. YOU DON’T DESERVE MEDICAL CARE IF

YOU GET COVID &amp; ARE GASPING FOR BREATH WITH 

YOUR LUNGS FILLED WITH GLUE LIKE INFILTRATES.

YOU ARE WHIMPS.",0
She was hesitating with every sentence trying to think of anything at all to back up the Tories...She has no doubt been instructed to make it out like COVID has nearly disappeared but then contradicted herself saying numbers rising because people are wearing masks 🙄 🙈,0
"Spring Won’t Save College #Football, But A Vaccine Could - #COVID19 #Covid #Coronavirus #Trump #Biden #Pandemic                                          #Virus #Mask https://t.co/wKdOYXq3LW",2
"A Nashville, Tennessee councilwoman wants those who don't wear face masks during the pandemic to be charged with attempted murder.

These people are insane.

They would kill you if they could.",2
"You think it’s safer to have thousands of kids in closed-classrooms breathing the same air than on an open field in a “bubble”? You do know how this virus spreads right? You don’t have to touch someone or something to get it, that’s why we’re wearing masks and not gloves 🙄",0
#Facebook removes 7 million posts for false COVID-19 information - #COVID19 #Covid #Coronavirus #Trump #Biden #Pandemic                                          #Virus #Mask https://t.co/XjdMcCOqvc,2
"So the guy wears a mask and still got COVID 🤔 avoid homeowners associations like the plague people , they are a microcosm of communism",1
"#CovidVic: 184 people fined in past 24 hours for breaching CHO directions:

- Four men 'just chilling' in a parked car during curfew
- 24 people not wearing a mask
- Multiple people going to convenience stores during curfew to buy food/cigarettes/drinks https://t.co/NW8FcBdSFr",2
"@KamalaHarris @JoeBiden No mask? Within six feet and even touching hands? You must not have respect for others. You’re so selfish!😂😂 

It’s good to see you’re finally being real about the covid bs.",2
"To Escape Covid-19, Grandma’s Living in the Backyard - #COVID19 #Covid #Coronavirus #Trump #Biden #Pandemic                                          #Virus #Mask https://t.co/RRU59oiXpv",2
"THIS IS NOT HOW TO MASK!

This is, however how my coworker's friend was 'wearing' her mask when she came into office today. 

Said she was ""trying to comply"" even though it's all lies &amp; hype &amp; ""COVID will be gone when the election is over""

1/?",1
@LouisianaGov what the hell. I had to watch a guy in the casino without a mask because he has a medical condition smoke a cigarette. Ban #smoking in #bars and #casinos. #COVID19 #maskup,0
COVID-19 is spreading in #Hawaii at a faster rate than anywhere else in the nation - #COVID19 #Covid #Coronavirus #Trump #Biden #Pandemic                                          #Virus #Mask https://t.co/0Cy6iIUWzD,2
I wear masks to show I may be asymptomatic. Stopping COVID. I'm a solution not a problem. No gov't control. Helping others. It isn't about me &amp; my comfort. I'm considerate. Not weak scared stupid or controlled. Preventing death. U? #ProudlyWearAMask ✝️💞🦋,0
"Trump unveils new Covid adviser who backs reopening schools 

So here’s Trump’s new healthcare advisor. He specializes in healthcare ‘policy’ has advised Rudy Giuliani, 😂, is all over Fox was just on Tucker talking abt masks—they’re not required 🙄#Loser https://t.co/qib7XsRF4q",2
"💎Stay Safe &amp; Healthy💎

➕Whitestone is here to help you protect more than just your phone
#health #corona #mask #sanitizer #WhitestoneDomeGlass  #SafeAtHome #StayHome #StaySafe 

PROTECT YOUR WAY OF LIFE🛒
https://t.co/z7iCEDUCtH",2
"University's suggestion that students wear COVID-19 prevention masks during sex goes viral. Students mock the advice, and the school's feelings get hurt. https://t.co/cbh6uF9dn0",2
"Tougher measures are being considered in NSW including increased mask use to curb the COVID-19 community transmission after the state recorded 18 new cases overnight, two with an unknown source. @dailytelegraph 
https://t.co/iNKOHDKWZa",0
@NCAA It’s ok to take the year off.  The fans understand it is the right move during a pandemic.  We will see you next year; Provided everyone does the responsible things that are required of each and everyone of us.  #BeSmart #StaySafe #MaskUp #HealthIsNotAGame,0
I know we have to take the fact that we are living basically two pandemics right now and the stress and all this but this ain’t it 😩 also these masks. I’m going to change the type of mask I use and honestly idk wth else to do 😂😂 just impatiently waiting to see a dermatologist,0
Sports reporters need to stick to sports cant stand Bull and Fox talking about politics and this frieken virus everyday its getting as bad as Dewine and his dumbass on tv everyday Saying... Wear the mask social distance and no gatherings,1
"🍁Sweden defeated Covid by using natural medicine: Adaptive &amp; Innate Immunity.  Take vitamin C hourly, Sauna, zinc.  If you get sick, do not wear a mask, stay home. Schools &amp; jobs OPEN. Proving vaccines are unnecessary.  UNNECESSARY.",1
Just got my pack of @Athleta masks - upgrading from the ones my mom originally made at the start of this pandemic. Really good masks - great fit and don't slide off when I talk!,0
"Wednesday (8/12/2020)-COLOR is WHITE *New hours of operation for U/A'S are 8:00 a.m.-6:30 p.m. *Mask are MANDATORY if you do not wear one you will  be turned away. If you are experiencing symptoms related to
 COVID -19 DO NOT SHOW UP TO BSS and immediately contact your PO.",0
"I’m pretty sure Disney has communicated their mask policies multiple times. They have it on the app, the website, and every person who has gone to the parks have kept everyone up to date. Why would you take your child there if they can’t wear a mask and in the midst of pandemic?",2
Lmaoooo my white side of the family’s bitching on Facebook cause I said “maybe white people will actually care and wear a damn mask” while sharing an article about a dog in NC getting COVID like I haven’t been shitting on white people since high school,2
"Umm, where are their masks and why is NO ONE social distancing? The virus is still a thing so they are infecting everyone like always with their riots. Biden raped people and is racist.",0
Shame you haven't commented on the new research showing some mask types potentially INCREASE the risk of spreading of covid. Fleece/bandanas create smaller more transmissible droplets than no mask at all. https://t.co/E8CqUxv0hI,1
Oh MG! io! Coronavirus makes many agree outdoor. Social distance.  Mask. Gloves. Plexiglas... Reintegrate with caution. Movies do come true. Just saying.,0
"No you don’t. 🍁Sweden defeated Covid by using natural medicine: Adaptive &amp; Innate Immunity.  Take vitamin C hourly, Sauna, zinc.  If you get sick, do not wear a mask, stay home, U get sick pay. Schools &amp; jobs OPEN. Proving vaccines are unnecessary.  UNNECESSARY.",1
people from my state are literally making parties and not wearing masks or any kind of protection while we are literally just growing numbers of covid cases... we are going to die yall,0
"Medical masks offered no protection at all from influenza. Sars-cov2 or any coronaviruses 
https://t.co/8QhKJ7IFmp",1
"Imagine being a teacher on the night before you’re being forced to return to a building that undoubtedly is going to become a Covid-19 hotspot. We could do the job from home, but nah, we gotta put our lives on the line... oh and buy our own supplies... oh and mandate masks...",2
"Going by NSW, as long as a state can keep its daily new community transmitted cases below 20 per day, and there are strict physical distancing requirements, face masks being used and good contact tracing then it can ""live with the virus."" @normanswan?
https://t.co/o7hHhaLu5I",0
"Well, the statistics are that 99.8% of Americans will be fine next year, and 99% will have had the virus and had NO SYMPTOMS!! But if you are 70+ and have medical problems you probably need to wear a mask everywhere!",0
"how it’s functioning: eg) a cdc paper about infected hairdressers/ face masks &amp; no infections; highly trained PPE covered covid health care workers getting infected; kids with a high viral load &amp; no symptoms, etc. It is peculiar.",2
THEY WILL HAVE TO WEAR MASK: School officials at McCallie are adjusting to the news that 11 varsity football players along with three other students tested positive for COVID-19  a week before students are scheduled to begin classes.  https://t.co/wPmf1UFnCB,0
"Republicans won’t let you live. They won’t fund unemployment, or support mask wearing to save lives.  They are racists who could care less about American suffering during a pandemic. They are Russian sympathizers, who put babies in cages, ignore bounties on our troops.",0
"If u can make COVID under control in USA, u will win. Harris is a bad candidate. She ruined her own campaign a few months ago. Now u must persuade your supporters to wear masks and keep social distancing to reduce COVID cases and deaths that's the best way for u to win.",0
This just reminded me that my invader zim tattoo got delayed indefinitely due to this virus and I'll probably never get it now because SOME PEOPLE WON'T WEAR MASKS,0
"I wasn't there but I live in provo. I got tested for covid today. if I have it, is this enough to blame Kwaku for my covid lol? Ive maintained social distancing and always wear a mask.",0
"John Kasich endorse Joe Biden for president.

NO MASK NO Goggles NO Social Dist. Has Covid19. 

https://t.co/UdEivbgv23

U R NOT a Doc @reecereports 

CARBON POISON DESTROY DEVELOP BRAINS. /s/ EMT Neb
@papillionpolice @PapillionFire @PLSHSTitans @CityofPapillion @PLVSchoolsFound",2
"Before stage 4 is over, Lushsux will ooze out a stale meme wall. Will it be:
- Dictator Dan as Mao, Kim Jong-Un etc
- the Chad anti-masker (rawdogging the air) vs the virgin masker
- racism bat virus / Batmania
- Corona cold one with the boys
- something even more basic (comment)",2
"Mask wearing has no effect on COVID-19 transmission. Most non-political research agrees on that.

Howard et al. is an advocacy piece. Stutt et al. is modeling
https://t.co/5YXJRmEoEp

Some countries have low C19 numbers because they use HCQ for prevention &amp; post-exposure.",1
"Dying of a virus is different from being harmed by a forced medical intervention that won't even work.
Have you ever taught a class of elementary schoolers? The delusion that they are all gonna wear their masks properly for more than 10 mins is laughable.",1
AWESOME. MASK DONT WORK. COVID TO SMALL. GOES RIGHT THROUGH. WHY WOULD THE WHOLE WORLD CHANGE EVERYTHING FOR A VIRUS WITH A 99.8%  SURVIVAL RATE. 2 REASONS. POWER &amp; 1 WORLD ORDER MENTALITY.,1
"🍇Sweden defeated Covid by using natural medicine: Adaptive &amp; Innate Immunity.  Take vitamin C hourly, Sauna, zinc.  If you get sick, do not wear a mask, stay home, U get sick pay. Schools &amp; jobs OPEN. Proving vaccines are unnecessary.  UNNECESSARY.",1
"In Taiwanese hospitals at least, it's N95's everywhere, except not mandatory for initial registration. But front desks are mostly behind perspex.

Last time I visited someone in a Taiwanese hospital, all staff were wearing surgical masks and there wasn't even a pandemic going on.",0
"This old white guy (light blue eyes grey hair, light blue button up and black/ flames  mask) tried to take a pic up my skirt at the Walmart in Corona today😤Luckily i saw before he could and told the Manager not sure if they caught him tho so pls stay safe yall!!",2
"tw // death covid 

my grandpa just died of covid. please, everyone, wear your masks and don’t take those you love for granted. i wasn’t able to say goodbye. i might not be as active as i was for a bit becuz of this. love y’all",0
"@SEC @ACCFootball Nobody loves football more than me. But if there’s football, there will be tailgating &amp; watching the game with friends and every other germ spreading thing. Call it off. Wear masks. Tell your fans (us) it’s not politics. If we want football, we end Corona first.",0
Yeah someone deserves a raise! #advertisement #ad #durex #durexcondoms #condoms #sex #safesex #mask #protection #covid19 #coronavirus #coronavirusoutbreak⚠️ #memeoftheday https://t.co/yRITxFF4Yp,2
I never said covid was a joke or tried to make light of it. That’s y I am asked my fans if I should or shouldn’t make mask. Not trying to offend anyone Jenny.,2
"@GovHolcomb Your tv spot,You are tearing us apart with Mandates that risk our health! A child under 5, sitting at home, with a mask on! Sickening Propaganda pushing a false narrative that masks protect you from viruses,they do not! You are harming peoples health! How dare you!",1
"This is proof positive of the Democratic “elites” agenda.  They would load dissenters into boxcars if they could.  

#COVID19 
#MasksOffAmerica",1
"Um, I just know pretty damn well that it's not time yet to get back to the parties.  It really, really, really isn't.  We still have to continue wearing masks and continue practicing social distancing until we're finally out of this pandemic safe and sound.",0
"Also if covid is so deadly, why is there not a huge surge of grocery workers who've been exposed to massive numbers of people from the beginning.. with no mask, mind you. 68 deaths out of 8.3 million last time I checked. Also, Sweden death rate has plumetted and they did nothing.",1
"I live where cases are up and there is no compliance, so being where social distancing and masks are actually enforced is better than that. I can't get a refund. I'm better off from COVID but at &gt;$300 per night, I would have liked a clean room or a change of sheets.",0
"Not a single double blind randomized study shows that masks prevent Covid, what happened to ""we trust the science"" like the establishment uses to block the use of HCQ?",1
"If you can breath oxygen thru the effing mask, then you can breathe in the virus. The virus is much smaller than oxygen molecules. I'm not wearing a mask. Ppl have been passing out. I'm on oxygen and don't need the suffocation factor thanks.",1
"Pts seeking MD notes? Canadian  Thoracic Society:
""We recommend that all individuals with underlying lung disease follow this recommendation [to wear a face mask] to reduce the risk of spreading the SARS-CoV-2 virus""

https://t.co/EyOAk0EOHT",0
Oh but republicans will send your kids to school and two days later they are sick as shit because they were not required to wear masks.  You and Trump need to go and we are wearing are masks because it is the right thing to do - are you - we are in a pandemic sir,0
"idk why some of y'all think this virus will magically disappear once january 2021 comes around but bbgirl...

we will definitely be wearing masks and staying home WELL into next year at the rate were going ❤️",0
"This study shows nothing about infectious disease spread. It’s speculation.  If people aren’t experiencing symptoms, there’s no need for a mask. Period. There’s no study out there that shows clear evidence of effectiveness at reducing infection rates of viruses. Nice try tho.",1
"my predictions for covid once isu starts classes:
- partying students with no masks will cause an outbreak on campus
- isu will again shift to FULLY remote learning for the fall
- due to the case spike mclean county and the north central illinois region will go back to phase 2/3",0
"I love football and MSU. I really hope this is a wake up call to all a Americans to take this pandemic seriously and to come up with a plan to beat it back. Testing, masks and science is the answer. Go Blue, Go Irish and Go Green.",0
"Serious question. 
Why are there no biohazard bins for used masks and gloves if this virus is so contagious and deadly? Oh btw #Democrapsworatlosersever",1
How can you seriously mandate mask and then give excuses not to wear them. Smoking is a respiratory response in a pandemic. Think about it,2
How is it constitutional for the DOH to mandate masks????? To tell private businesses not to allow folks into their stores?? To shut down the economy to shut down any science that interferes w their pre planned pandemic ?? Insane,1
Dont go in to NIHS hospitals. Mad and bad about this Covid nonsense  So barking mad with all their masking and illegal testing on you that they are even dangerous!!,1
"Masks are useful only when worn by sensible people who know they are in a situation where the mask will be helpful.

It does no good to force careless, inconsiderate people to wear a mask, because they are still going to contract and spread the virus a thousand other ways.",0
"MASK....
OMG 
""Please Morty....I wanna see that cute mouth..""
Morty shutters away, ""No Rick!! You could get sick!! Its a Pandemic!""
Rick sighs, ""I have pills for that mOrTy!""",2
@JoeBiden @SenKamalaHarris @TeamJoe @K_JeanPierre @SymoneDSanders Please come out with BidenHarris COVID masks ! People would buy more than one,2
"To be safer, keep your mask on, even a bit over 6'...""‘A Smoking Gun’: Infectious Coronavirus Retrieved From Hospital Air""  https://t.co/6OjsBH5dtC",0
"Countdown Auckland metro has sold out of masks, even with the 1 box per customer limit

#nzlockdown #nzpol  #COVID #COVID19 #covid19nz #Covid_19 #covid_19nz",2
This is illegal for them to discriminate against you not wearing a mask due to medical conditions. Sue them. Ur constitutional rights are still on effect regardless of pandemic,1
"'Absolutely frantic': Mask makers swamped after NewZealand #Covid alert levels raised

#NewZealand #Business #HealthCare #PPE #Mask
https://t.co/KF5W25LABo
Via https://t.co/PnyTT2tnZY",2
